event_candidate_id,stable_id,ticker_at_event,event_date,detected_event_type,evidence_date,evidence_form,evidence_item,evidence_url,evidence_summary,label_status,canonical_event_family,canonical_event_type,R,L,E,C,P,X,score_total,manual_grade,training_role,adjudication_note
CAND-16544013984573174920,permaticker:632788,OCG,2026-01-16,reverse_split,2026-01-13,6-K,,https://www.sec.gov/Archives/edgar/data/1776067/000121390026003935/ea0272679-6k_oriental.htm,"Oriental Culture completed a 1-for-220 consolidation, reducing approximately 381.52 million ordinary shares to about 1.738 million. Issued, outstanding, authorized and unissued shares were consolidated together; the purpose was Nasdaq minimum-bid compliance, and a special cash dividend was scheduled on the post-consolidation basis.",verified,listing_remediation,proportional_share_consolidation_for_nasdaq_compliance_with_cash_dividend,1,0,1,3,0,-2,3,B,verified_boundary_after_import_review,Authorized capital was consolidated proportionately and the concurrent action included a shareholder cash distribution. This is a true compliance event but not a dilution or severe-equity-loss label.
CAND-8156689787826005542,permaticker:640787,GSIW,2026-03-06,reverse_split,2026-03-10,6-K,,https://www.sec.gov/Archives/edgar/data/1954269/000121390026025372/ea0280368-6k_garden.htm,"Garden Stage completed a 200-for-1 consolidation of authorized, issued and outstanding Class A shares to regain Nasdaq minimum-bid compliance. Nasdaq confirmed compliance on March 20 and closed the matter.",verified,listing_remediation,proportional_share_consolidation_with_confirmed_nasdaq_compliance,1,0,1,3,0,-2,3,B,verified_boundary_after_import_review,The consolidation was proportional and successfully cured the cited deficiency. It is useful as a negative control against treating every high-ratio split as material dilution.
CAND-7286765852508866207,permaticker:642824,LNKS,2026-04-06,reverse_split,2026-04-01,6-K,,https://www.sec.gov/Archives/edgar/data/1972074/000121390026038069/ea028397201ex99-1.htm,"Linkers Industries completed a 1-for-250 reverse split of Class A and Class B shares to maintain Nasdaq listing. Issued and unissued shares and par value were adjusted proportionately, about 1.357 million Class A and 250,000 Class B shares remained, and shareholder percentage interests were not altered except for fractional rounding.",verified,listing_remediation,proportional_dual_class_reverse_split_for_nasdaq_compliance,1,0,1,3,0,-2,3,B,verified_boundary_after_import_review,The source establishes a proportional dual-class consolidation with no separate issuance. Keep as a B listing-remediation boundary.
CAND-14423097265034182519,permaticker:635977,JTAI,2026-04-08,reverse_split,2026-04-10,8-K,3.03;5.03,https://www.sec.gov/Archives/edgar/data/1861622/000149315226016168/form8-k.htm,"Jet.AI completed a 1-for-200 reverse split, reducing approximately 129.36 million shares to about 646,812 while leaving authorized shares unchanged. This followed its 1-for-225 compliance split only about seventeen months earlier; the company again cited Nasdaq minimum-bid compliance and later confirmed the deficiency was cured.",verified,listing_remediation,repeat_high_ratio_reverse_split_after_failed_prior_nasdaq_remediation,2,1,1,3,1,-1,7,A,positive_material_after_import_review,"The second high-ratio split in seventeen months proves the prior remediation was not durable and compounds authorized-share headroom. Repeated failed remediation is materially stronger than a first proportional compliance split, but remains below A++ because no court, delisting or old-equity outcome occurred."
CAND-18042338533886229052,permaticker:639282,RAYA,2025-09-30,reverse_split,2025-09-29,424B5,,https://www.sec.gov/Archives/edgar/data/1825875/000118518525001296/erayak424b5091925.htm,"Erayak paired a 1-for-220 reverse split with an at-the-market sales agreement for up to $10 million. The prospectus also records July registered-direct issuance of 12,396,000 shares and immediately exercisable pre-funded warrants for 18,216,246 shares; pre-split shares outstanding reached about 187.9 million.",verified,equity_dilution,reverse_split_coupled_to_atm_and_prefunded_warrant_dilution,2,0,2,3,2,-1,8,A,positive_material_after_import_review,"The ATM capacity was close to the issuer's pre-split market capitalization at the cited $0.061 price, and it followed large pre-funded-warrant issuance. Treat the split and financing as one dilution chain rather than an ordinary compliance action."
CAND-15563460706776318837,permaticker:640284,CTNT,2026-04-29,reverse_split,2026-05-14,10-Q,,https://www.sec.gov/Archives/edgar/data/1951667/000110465926060534/ctnt-20260331x10q.htm,"Cheetah Net completed a 1-for-200 reverse split after a 1-for-16 split in October 2024. Its split-adjusted filing records a January 2026 private placement of 167,250 shares for approximately $40.14 million and shows 391,177,712 pre-current-split Class A shares reduced to 1,955,889.",verified,equity_dilution,repeat_reverse_split_after_private_placement_dilution,2,1,2,3,2,-1,9,A,positive_material_after_import_review,"This is a repeat remediation accompanied by a material private placement and a sharp intervening increase in the share base. The linked capital change warrants A, while no court or old-common extinguishment supports A++."
CAND-6839481603248547716,permaticker:107145,VIVK,2026-03-24,reverse_split,2026-03-19,8-K,7.01;8.01,https://www.sec.gov/Archives/edgar/data/1450704/000182912626002522/vivakorinc_8k.htm,"Vivakor's second reviewed reverse split, 1-for-200 after a 1-for-30 split in 2022, reduced about 410.07 million shares to 2.05 million while leaving 500 million authorized. A Nasdaq Hearings Panel conditioned continued listing on bid-price compliance and issued a Public Reprimand Letter for financings above the 19.99% threshold without prior shareholder approval.",verified,equity_dilution,repeat_reverse_split_after_unauthorized_financing_and_nasdaq_reprimand,2,1,2,3,1,-1,8,A,positive_material_after_import_review,"The repeat split, unchanged authorized ceiling and contemporaneous Nasdaq finding of financing-rule violations form a material dilution and governance chain. It remains below A++ because listing continued conditionally and old common was not canceled."
CAND-16352481298206532433,permaticker:641671,MTEN,2026-01-26,reverse_split,2026-01-21,6-K,,https://www.sec.gov/Archives/edgar/data/1948099/000121390026006181/ea0273620-6k_mingteng.htm,"Mingteng implemented a 1-for-200 split after establishing a $100 million ATM facility. Class A shares outstanding rose from 19,766,054 on December 8, 2025 to 242,334,931 on January 21, 2026 before being reduced to about 1,211,675 by the split; authorized and issued classes were consolidated proportionately.",verified,equity_dilution,reverse_split_after_extreme_atm_share_issuance,2,0,2,3,2,-1,8,A,positive_material_after_import_review,"The roughly twelvefold share-count increase over six weeks is the decisive signal, not the mechanical split ratio. The contemporaneous ATM facility and issuance establish extreme dilution exposure despite proportional consolidation."
CAND-17034310824368142570,permaticker:190941,BETSF,2024-01-10,reverse_split,2023-12-06,424B5,,https://www.sec.gov/Archives/edgar/data/1543268/000121390023093737/ea189615-424b5_bitbrother.htm,"Bit Brother completed a 1-for-1,000 split after 1-for-15 and 1-for-10 prior splits. Immediately beforehand it offered 184,615,385 Class A shares plus Class D and Class E warrants for up to 369,230,770 additional shares at $0.065, while Nasdaq had already issued a low-price delisting determination.",verified,equity_dilution,repeat_extreme_reverse_split_after_share_and_warrant_offering,2,1,2,3,2,-1,9,A,positive_material_after_import_review,"Repeated reverse splits, a share-and-double-warrant package and active listing pressure make this a strong A dilution sample. It stays below A++ because the event-date evidence does not establish court supervision or old-common cancellation."
CAND-7348734708877961497,permaticker:631578,MDWT,2020-08-28,reverse_split,2020-11-05,S-1,,https://www.sec.gov/Archives/edgar/data/355379/000110465920121007/tm2034654-1_s1.htm,"Midwest Holding effected a 1-for-500 reverse split and Delaware reincorporation while resetting authorized capital to 24 million shares. The action supported a proposed Nasdaq uplisting and public offering after earlier institutional private financing, with cash paid for fractional shares.",verified,listing_remediation,capitalization_reverse_split_for_nasdaq_uplisting,1,0,1,3,0,-2,3,B,verified_boundary_after_import_review,The split was a capitalization and uplisting mechanic rather than evidence of distress or an immediate dilutive conversion. Keep as a B boundary even though separate financing transactions existed.
CAND-16010891940974373059,permaticker:109328,MOBQ,2020-09-09,reverse_split,2020-09-09,8-K/A,5.03;5.07,https://www.sec.gov/Archives/edgar/data/1084267/000168316820003068/mobiquity_8ka.htm,"Mobiquity completed a 1-for-400 reverse split effective for FINRA trading on September 9, 2020 and reduced authorized common shares to 100 million. FINRA applied the temporary MOBQD symbol for twenty business days; no contemporaneous issuance or conversion was established.",verified,listing_remediation,proportional_reverse_split_with_authorized_share_reduction,1,0,1,3,0,-2,3,B,verified_boundary_after_import_review,The contemporaneous 8-K/A resolves the apparent date conflict with a later 10-Q that stated September 29: FINRA's trading effective date was September 9. This remains a proportional B corporate-action boundary.
CAND-2265420110457864456,permaticker:166453,IGLDF,2021-01-19,reverse_split,2021-01-19,FINRA OTC daily list,,https://otce.finra.org/otce/dailyList?viewType=Symbol%2FName%20Changes,Sharadar's 1-for-250 IGLDF action is corroborated by the FINRA-linked OTC daily-list record and independent market-history datasets. It followed the issuer's 1-for-100 split in August 2019; the company was then a shell after disposing of its principal asset.,verified,equity_dilution,repeat_extreme_reverse_split_in_shell_company,2,1,1,3,1,-1,7,A,positive_material_after_import_review,"The repeated extreme consolidation in a shell company is materially stronger than a first mechanical split. Because no contemporaneous SEC filing or financing amount was available, cap the event at A and keep source-strength review visible before downstream import."
CAND-6964974642539117578,permaticker:636253,ARBK,2025-12-12,reverse_split,2025-12-10,6-K,,https://www.sec.gov/Archives/edgar/data/1841675/000165495425013813/a0899l.htm,"The English High Court sanctioned Argo Blockchain's restructuring plan. The company delisted from the London Stock Exchange, issued 2,885,767,520 new ordinary shares for bondholder debt exchange and 25,250,465,800 shares to Growler for loan conversion, assets and exit capital, and changed the ADS ratio from 10:1 to 2,160:1.",verified,equity_dilution,court_sanctioned_restructuring_with_massive_debt_to_equity_dilution,3,3,2,3,0,-1,10,A++,positive_hard_after_import_review,"This is not an ordinary reverse split: it is a court-approved rescue recapitalization with massive debt-to-equity issuance, LSE delisting and an ADS ratio reset. Existing equity was not shown as canceled, so A++ is appropriate rather than S."
CAND-7404323969829368961,permaticker:631903,NXTT,2025-09-16,reverse_split,2025-09-08,8-K,1.01;3.01;8.01,https://www.sec.gov/Archives/edgar/data/1784970/000121390025085190/ea0256179-8k_nexttech.htm,"Next Technology completed a 1-for-200 reverse split after a registered direct offering of 25,313,256 shares and pre-funded warrants for 34,686,744 shares at about $0.15. The warrants were immediately exercised and all underlying shares issued; authorized shares remained unchanged after the split.",verified,equity_dilution,reverse_split_after_registered_direct_and_prefunded_warrant_issuance,2,0,2,3,2,-1,8,A,positive_material_after_import_review,"The $9 million financing issued 60 million shares immediately before the split and followed an earlier 2023 high-ratio split. This is a verified dilution chain, not a standalone compliance split."
CAND-6091375149145077087,permaticker:199568,LOW,2026-05-01,negative_equity,2026-05-28,10-Q,,https://www.sec.gov/Archives/edgar/data/60667/000006066726000072/low-20260501.htm,"Lowe's reported a $9.27 billion shareholders' deficit, but also $1.628 billion quarterly net earnings and $3.35 billion operating cash flow. The deficit improved from $9.917 billion at fiscal year-end and reflects its leveraged capital-return structure rather than an acute loss of operating viability.",verified,accounting_capital_structure,profitable_negative_equity_with_strong_operating_cash_flow,1,0,1,3,0,-2,3,B,verified_boundary_after_import_review,Negative book equity is factual but not independently a hard short event. Strong profitability and cash generation make this a B accounting boundary; debt and capital returns must be assessed separately.
CAND-11141131969560930599,permaticker:187737,BOX,2026-04-30,negative_equity,2026-05-27,10-Q,,https://www.sec.gov/Archives/edgar/data/1372612/000119312526241872/box-20260430.htm,"Box reported a $338.361 million stockholders' deficit while earning $17.726 million in the quarter. It repurchased $114.4 million of stock during the quarter and authorized a further $500 million expansion, leaving about $445 million available under the repurchase plan.",verified,accounting_capital_structure,buyback_driven_negative_equity_with_positive_net_income,1,0,1,3,0,-2,3,B,verified_boundary_after_import_review,The deficit is materially affected by discretionary capital return while the issuer remains profitable. Keep as a B false-hard-event boundary and do not infer insolvency from the equity line alone.
CAND-14286881167494880267,permaticker:198953,BBWI,2026-05-02,negative_equity,2026-05-27,10-Q,,https://www.sec.gov/Archives/edgar/data/701985/000070198526000014/bbwi-20260502.htm,Bath & Body Works reported a $1.133 billion shareholders' deficit including $822 million of treasury stock. First-quarter net income was $183 million and operating cash flow was $244 million; the deficit improved from $1.451 billion a year earlier.,verified,accounting_capital_structure,treasury_stock_negative_equity_with_positive_cash_generation,1,0,1,3,0,-2,3,B,verified_boundary_after_import_review,"Treasury stock and accumulated capital returns explain much of the deficit while earnings and operating cash remain positive. This is a B accounting boundary, not evidence of equity death."
CAND-17142013845724047741,permaticker:124114,DELL,2026-05-01,negative_equity,2026-06-09,10-Q,,https://www.sec.gov/Archives/edgar/data/1571996/000157199626000030/dell-20260501.htm,"Dell reported a $1.404 billion stockholders' deficit, consisting in part of $16.149 billion of treasury stock against $6.343 billion of retained earnings. Quarterly net income was $3.438 billion, operating cash flow was $4.081 billion, and cash plus available revolver capacity totaled $17.462 billion.",verified,accounting_capital_structure,treasury_stock_negative_equity_with_high_profit_and_liquidity,1,0,1,3,0,-2,3,B,verified_boundary_after_import_review,"The negative equity is dominated by cumulative repurchases, not current operating distress. High earnings, cash flow and liquidity make this a strong B control against a naive negative-equity short signal."
CAND-11761709420969124141,permaticker:636508,RENT,2026-04-30,negative_equity,2026-06-03,10-Q,,https://www.sec.gov/Archives/edgar/data/1468327/000146832726000031/rent-20260430.htm,"Rent the Runway reported a $53.3 million stockholders' deficit, an $18.9 million quarterly net loss, $3.8 million operating cash burn, $37.1 million cash and $157.1 million long-term debt. A troubled debt restructuring exchanged $234.2 million of debt for 26,175,193 shares, and a new ATM permits up to $40 million of sales.",verified,fundamental_distress,negative_equity_with_troubled_debt_restructuring_cash_burn_and_dilution,2,1,2,3,1,-1,8,A,positive_material_after_import_review,"Unlike profitable buyback-driven deficits, this case combines recurring losses, cash consumption, debt-for-equity dilution, PIK flexibility and additional funding needs. Management states twelve-month liquidity is sufficient, which keeps it below A++."
CAND-7698270856112693538,permaticker:192424,PME,2022-12-21,one_day_crash,2022-12-09,6-K exhibit 99.1,Nasdaq suspension after OFAC action,https://www.sec.gov/Archives/edgar/data/1517130/000121390022082180/ea170524ex99-1_pingtan.htm,"Pingtan disclosed that Nasdaq suspended trading on December 9, 2022 in response to OFAC actions that placed the company, its chief executive and related vessels on the Specially Designated Nationals list.",verified,regulatory_enforcement,ofac_designation_with_nasdaq_trading_suspension,3,3,2,3,0,-1,10,A++,positive_hard_after_import_review,"The official issuer filing establishes a direct regulatory cause and trading suspension before the detected price episode. This is a hard event, but not proof that common equity was legally canceled, so it remains below S."
CAND-7034522060117079174,permaticker:198485,SQBGQ,2021-11-16,one_day_crash,2021-09-01,8-K,1.03;2.04,https://www.sec.gov/Archives/edgar/data/1648428/000110465921111773/tm2126672d1_8k.htm,"Sequential Brands disclosed bankruptcy-court first-day motions, debtor-in-possession financing, sale procedures and a liquidating plan; later filings recorded sales of its remaining brands during the detected price-crash episode.",verified,distress_equity_death,chapter_11_liquidating_plan_and_asset_sales,3,3,2,3,0,-1,10,A++,positive_hard_after_import_review,The detector is a late market consequence of an already active Chapter 11 liquidation chain. Keep the event at A++ rather than S because the reviewed passage does not itself prove cancellation or zero distribution for old common equity.
CAND-12678335865143925777,permaticker:638698,FMTOF,2025-04-09,volume_crash,2025-04-09,6-K,effective resale registration,https://www.sec.gov/Archives/edgar/data/1888151/000164117225003342/form6-k.htm,"Femto disclosed effectiveness of a resale registration covering up to 233,352,911 common shares, including 2,011,616 shares behind pre-funded warrants, up to 27,960,512 behind Series A warrants and up to 201,315,663 behind Series B warrants.",verified,equity_dilution,extreme_warrant_share_resale_overhang,2,1,2,3,2,-1,9,A,positive_material_after_import_review,"The same-day filing gives a concrete extreme dilution overhang and aligns with the detected market episode. It is a material A sample, not A++, because there is no court process, forced suspension or old-common extinguishment."
CAND-9645044156816235600,permaticker:196884,ELOX,2024-09-09,one_day_crash,2024-08-14,NT 10-Q,Part III narrative,https://www.sec.gov/Archives/edgar/data/1035354/000110465924089588/tm2421678d1_nt10q.htm,"Eloxx reported only $0.2 million of cash at June 30, 2024, lacked the financial resources to prepare its quarterly statements and expected substantial doubt about going concern because cash resources were insufficient for twelve months of planned operations.",verified,fundamental_distress,cash_exhaustion_with_going_concern_warning,2,2,2,3,1,-1,9,A,positive_material_after_import_review,"The warning preceded the first detector in a 30-day clustered price episode and supplies a primary non-price cause. Financial distress is severe, but no bankruptcy, receivership or equity cancellation supports A++."
CAND-11284211770810348969,permaticker:119243,SBNY,2023-03-28,volume_crash,2023-03-12,FDIC press release,receivership,https://www.fdic.gov/news/press-releases/2023/pr23018.html,New York regulators closed Signature Bank and appointed the FDIC receiver. The FDIC transferred deposits and substantially all assets to a bridge bank and stated that shareholders and certain unsecured debt holders would not be protected.,verified,regulatory_receivership,bank_closure_fdic_receivership_shareholders_unprotected,3,3,3,3,0,-1,11,A++,positive_hard_after_import_review,"The official resolution action clearly precedes and explains the later market-volume episode. Shareholders were not protected, but the source does not conclusively establish final zero recovery or legal cancellation of every common share, so cap at A++."
CAND-13358871969953932072,permaticker:107977,WAYS,2020-10-14,volume_crash,,no contemporaneous primary filing,,,The 90-day SEC cause search found no contemporaneous issuer filing or official action that explains the isolated volume detector for Wave Sync Corp.,rejected,price_only_control,unexplained_volume_anomaly,0,0,0,0,0,0,0,rejected,rejected_price_only_control,Do not train a negative event label from volume behavior alone. Retain only as a discovery false-positive control unless new dated primary evidence appears.
CAND-6202521245516485925,permaticker:124777,NMGX,2021-06-08,one_day_crash,2021-05-28,10-K,going-concern assessment,https://www.sec.gov/Archives/edgar/data/891417/000149315221013246/form10-k.htm,"Nano Magic discussed historical operating losses and negative cash flow but also cited increased revenue, positive working capital and a recent capital raise, concluding that capital resources were sufficient to maintain operations for the next twelve months.",rejected,price_only_control,price_move_without_confirmed_negative_cause,0,0,0,3,0,-3,0,rejected,rejected_false_positive,The nearby primary filing contains an explicit mitigating liquidity conclusion rather than a new hard event. Reject the price-only detector as a negative label while retaining it as a boundary case.
CAND-16683881880006535978,permaticker:634025,COCH,2026-03-31,gross_margin_collapse,2026-03-23,10-K,going concern; subsequent offering,https://www.sec.gov/Archives/edgar/data/1840877/000121390026032683/ea0280884-10k_envoy.htm,"Envoy Medical had $3.739 million cash at year-end and recurring losses that caused its auditor to express substantial doubt about going concern. A February 2026 offering provided about $27.73 million net through 47,946,150 common shares and 27,053,850 pre-funded warrants, accompanied by 120,000,000 additional Series A warrants; management expected the proceeds to fund at least twelve months.",verified,fundamental_distress_and_dilution,going_concern_mitigated_by_extreme_dilutive_financing,2,1,2,3,2,-1,9,A,positive_material_reclassified_after_import_review,"Reject the unstable gross-margin detector as the causal description but retain the same-date primary event after reclassification. The financing mitigates immediate cash failure while imposing extreme dilution, supporting A rather than A++ or S."
CAND-18244595321617983539,permaticker:642780,SKYQ,2026-03-31,gross_margin_collapse,2026-03-31,10-K,going concern; annual liquidity,https://www.sec.gov/Archives/edgar/data/1812447/000109690626000438/skyq-20251231_10k.htm,"Sky Quarry reported $35,370 of cash at December 31, 2025, a $12.198 million annual net loss, $3.273 million of operating cash use, recurring operating losses and a net capital deficiency that caused substantial doubt about going concern. Nasdaq had also determined to delist the common stock for continued minimum-bid noncompliance.",verified,fundamental_distress,cash_exhaustion_operating_losses_going_concern_and_listing_pressure,2,2,2,3,1,-1,9,A,positive_material_reclassified_after_import_review,"Reject the unstable gross-margin ratio as the event description and reclassify to evidenced liquidity and operating distress. Funding or restructuring may still change the outcome, and no bankruptcy or old-common cancellation supports A++ or S."
CAND-9840146684150250726,permaticker:193217,TWO,2026-03-31,revenue_collapse_yoy,2026-03-27,8-K,merger agreement,https://www.sec.gov/Archives/edgar/data/1465740/000110465926035663/tm269980d1_8k.htm,"The generic SF1 revenue ratio was mathematically incomparable, and the contemporaneous filing showed a merger in which each Two Harbors common share would convert into the right to receive $10.80 in cash.",rejected,corporate_action_merger,cash_merger_breaks_revenue_comparability,0,0,0,3,0,-3,0,rejected,rejected_false_positive,Reject the negative revenue-collapse label. The transaction changes comparability and provides explicit positive consideration to common holders.
CAND-6163377959378580988,permaticker:632387,EBC,2026-03-31,revenue_collapse_yoy,2026-04-23,8-K earnings release,bank operating metrics,https://www.sec.gov/Archives/edgar/data/1810546/000162828026026859/ebc-20260331xq12026earning.htm,"The detector produced revenue_yoy=-6.248 while requiring current revenue greater than zero, which implies a negative or incomparable prior denominator. Eastern Bank instead reported interest yields, deposit costs and noninterest income, for which generic industrial revenue is not the correct stress metric.",rejected,ratio_noise,invalid_revenue_yoy_denominator_for_bank,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,"A value below -100% cannot represent ordinary positive-to-positive revenue decline under the detector formula. Use net interest income, credit quality and regulatory capital for banks."
CAND-11313943149646834727,permaticker:187712,DARE,2025-12-31,revenue_collapse_yoy,2026-01-06,8-K,metric review context,https://www.sec.gov/Archives/edgar/data/1401914/000149315226000513/form8-k.htm,"The detector produced revenue_yoy=-17.084 while requiring positive current revenue. This necessarily reflects a negative or incomparable prior-period denominator rather than a valid 1,708% revenue decline.",rejected,ratio_noise,invalid_revenue_yoy_denominator,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,Reject the event-type label at the mathematical boundary. Any genuine biotechnology funding or clinical event must be detected and evidenced separately.
CAND-1190052043061679722,permaticker:196192,PNBK,2025-12-31,revenue_collapse_yoy,2025-12-31,8-K presentation,bank restructuring context,https://www.sec.gov/Archives/edgar/data/1098146/000143774925039075/ex_903581.htm,"The detector produced revenue_yoy=-10.010 with positive current revenue, proving a negative or incomparable prior denominator. Patriot's presentation described a bank restructuring platform with robust capital and liquidity goals, not a valid generic revenue-collapse measurement.",rejected,ratio_noise,invalid_revenue_yoy_denominator_for_bank,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,"Reject the generic revenue label and evaluate the bank with net interest margin, credit losses, regulatory capital and deposit funding metrics."
CAND-13080490825598531552,permaticker:110542,EQX,2025-12-31,revenue_collapse_yoy,2025-12-22,6-K exhibit,transaction accounting context,https://www.sec.gov/Archives/edgar/data/1756607/000106299325017435/exhibit99-2.htm,"The detector produced revenue_yoy=-4.644 despite requiring positive current revenue, so the prior denominator is negative or incomparable. The nearby filing concerned transaction accounting and a change in ownership of seller subsidiaries, further breaking simple revenue comparability.",rejected,ratio_noise,invalid_revenue_yoy_denominator_during_transaction,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,Reject the metric-derived negative label. A mine sale or ownership transition must be evaluated as a separate corporate transaction with asset and consideration evidence.
CAND-10170414387663745089,permaticker:640684,ANSC,2026-03-31,cash_short_debt_stress,2026-03-27,10-K,SPAC going concern,https://www.sec.gov/Archives/edgar/data/1854149/000119312526128371/ansc-20251231.htm,"Agriculture & Natural Solutions Acquisition Corp is a blank-check shell. Its going-concern paragraph concerns the deadline and uncertainty of completing an initial business combination, not an operating company's cash coverage of short-term debt.",rejected,spac_accounting_boundary,spac_combination_deadline_not_operating_cash_stress,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,"Restricted trust assets, sponsor working capital and the contractual combination deadline must be separated. Reject the generic cash-to-short-debt event label."
CAND-13412128947231942001,permaticker:645483,HAVA,2026-03-31,cash_short_debt_stress,2026-03-26,10-K,SPAC going concern,https://www.sec.gov/Archives/edgar/data/2042460/000121390026034730/ea0281721-10k_harvard.htm,"Harvard Ave Acquisition Corp is a blank-check shell whose going-concern language arises from financing and acquisition-plan costs and the need to complete a business combination, rather than an operating liquidity collapse.",rejected,spac_accounting_boundary,spac_acquisition_costs_not_operating_cash_stress,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,"Reject the generic cash-ratio label. Any liquidation, redemption or failed-combination event must be detected separately with trust-account and common-holder consideration evidence."
CAND-4748557484457035178,permaticker:646605,IACO,2026-03-31,cash_short_debt_stress,2026-03-31,10-K,trust account,https://www.sec.gov/Archives/edgar/data/2091176/000110465926037891/tmb-20251231x10k.htm,Idea Acquisition Corp disclosed that $350 million of IPO and private-placement proceeds was placed in its trust account. The SF1 cash-to-current-debt value of zero excludes or misclassifies restricted SPAC trust assets and is not an operating distress measure.,rejected,spac_accounting_boundary,restricted_trust_cash_excluded_from_generic_ratio,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,"Reject the cash-short-debt label. SPAC review must use trust assets, redemption liability, working capital outside trust and the combination deadline."
CAND-11160772017432132691,permaticker:635749,KITT,2026-03-31,gross_margin_collapse,2026-04-15,10-K,going concern and liquidity,https://www.sec.gov/Archives/edgar/data/1849820/000184982026000051/kitt-20251231.htm,"Nauticus Robotics had $7.017 million cash, used $23.004 million in operations and had a working-capital deficit with insufficient cash for twelve months. It raised $34.717 million from ATM common stock and Series B preferred financing, yet management and the auditor still disclosed substantial doubt about going concern.",verified,fundamental_distress_and_dilution,going_concern_cash_burn_and_equity_financing_dependence,2,2,2,3,2,-1,10,A,positive_material_reclassified_after_import_review,"Reject the unstable gross-margin ratio as the causal label and reclassify to primary-evidenced liquidity distress. Investor support and further equity issuance may fund operations, so the outcome remains below A++ and S."
CAND-11779883855368332034,permaticker:631995,HUMA,2026-03-31,gross_margin_collapse,2026-03-27,10-K,going concern and liquidity,https://www.sec.gov/Archives/edgar/data/1818382/000181838226000004/huma-20251231.htm,"Humacyte had $50.5 million cash, only $1.4 million product revenue, a $726.8 million accumulated deficit and a senior secured term-loan facility of up to $77.5 million. It stated that liquidity would be insufficient beyond one year without timely commercial cash flow or additional capital and concluded that substantial doubt existed about going concern.",verified,fundamental_distress,commercial_ramp_cash_burn_debt_and_going_concern,2,2,2,3,1,-1,9,A,positive_material_reclassified_after_import_review,"Reject the unstable gross-margin delta and retain a reclassified financing-dependent distress event. Commercial sales and new capital can still alter the outcome, preventing A++ or S."
CAND-16247308660761121734,permaticker:124773,ATOM,2026-03-31,gross_margin_collapse,2026-05-05,10-Q,liquidity and early-stage operations,https://www.sec.gov/Archives/edgar/data/1420520/000168316826003501/atomera_i10q-033126.htm,"Atomera is an early-stage licensing company with limited revenue, making a -1,145.5 percentage-point gross-margin delta denominator-sensitive. It reported about $41.1 million of cash, cash equivalents and short-term investments, $39.9 million working capital and $4.6 million quarterly operating cash use without a going-concern warning.",rejected,ratio_noise,pre_revenue_gross_margin_denominator_artifact_with_liquidity,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,"Reject gross-margin collapse as a major negative label. Intermittent licensing revenue makes the ratio unstable, while available liquidity is material relative to the reported quarterly burn."
CAND-16069811199275436575,permaticker:199199,YORW,2026-03-31,cash_short_debt_stress,2026-04-15,8-K,regulated utility equity financing,https://www.sec.gov/Archives/edgar/data/108985/000114036126014830/ef20070559_8k.htm,"The York Water Company is a regulated water utility and announced a public common-stock offering. A generic cash-to-current-debt threshold does not distinguish utility working-capital structure, rate-regulated funding or committed capital access.",rejected,sector_accounting_boundary,regulated_utility_generic_cash_debt_ratio,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,"Reject the generic cash-short-debt label. Utilities require sector-specific debt maturity, interest coverage, rate-case and capital-program measures rather than a cross-sector cash ratio."
CAND-6022598845685217569,permaticker:157068,DLTH,2026-05-03,interest_coverage_below_1,2026-06-08,8-K,LTM cash flow and adjusted EBITDA,https://www.sec.gov/Archives/edgar/data/1649744/000119312526260960/d105234dex991.htm,Duluth reported trailing-twelve-month free cash flow of $16.6 million versus negative $25.2 million in the prior period and positive adjusted EBITDA. Its subsequent 10-Q described a new $100 million revolver at a lower rate through April 2030; customary default language was not an actual default.,rejected,ratio_noise,single_quarter_interest_coverage_without_default_or_distress,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,"Reject the single-quarter coverage signal. Retain only if LTM coverage, covenant breach, missed payment, going concern or a comparable primary distress fact is present."
CAND-15818423114890127996,permaticker:199425,PVH,2026-05-03,free_cash_flow_turn_negative,2026-06-05,10-Q,quarterly cash-flow comparability,https://www.sec.gov/Archives/edgar/data/78239/000007823926000040/pvh-20260503.htm,"The detector compared a first-quarter free-cash-flow value with the immediately preceding fourth quarter for an apparel company. The reviewed filing did not establish a contemporaneous going-concern, payment-default or covenant-breach event, so the quarter-over-quarter turn is seasonality-sensitive.",rejected,temporal_comparison_boundary,previous_quarter_fcf_seasonality_artifact,0,0,0,3,0,-3,0,rejected,rejected_metric_artifact,Reject quarter-over-quarter free-cash-flow turn-negative. Recalculate on same-quarter year-over-year and LTM bases before any distress classification.
